frequency,variable,scenario,grid,biascorrection,member_id,gcm,rcm,path
day,temp,hist-rcp45,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/temp.hist-rcp45.day.NAM-22i.raw.zarr
day,temp,hist-rcp45,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/temp.hist-rcp45.day.NAM-44i.raw.zarr
day,temp,hist-rcp45,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/temp.hist-rcp45.day.NAM-44i.raw.zarr
day,temp,hist-rcp45,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/temp.hist-rcp45.day.NAM-44i.raw.zarr
day,temp,hist-rcp45,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/temp.hist-rcp45.day.NAM-44i.raw.zarr
day,temp,hist-rcp45,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/temp.hist-rcp45.day.NAM-44i.raw.zarr
day,temp,hist-rcp85,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/temp.hist-rcp85.day.NAM-22i.raw.zarr
day,temp,hist-rcp85,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/temp.hist-rcp85.day.NAM-22i.raw.zarr
day,temp,hist-rcp85,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/temp.hist-rcp85.day.NAM-22i.raw.zarr
day,temp,hist-rcp85,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/temp.hist-rcp85.day.NAM-22i.raw.zarr
day,temp,hist-rcp85,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/temp.hist-rcp85.day.NAM-22i.raw.zarr
day,temp,hist-rcp85,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/temp.hist-rcp85.day.NAM-44i.raw.zarr
day,temp,hist-rcp85,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/temp.hist-rcp85.day.NAM-44i.raw.zarr
day,temp,hist-rcp85,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/temp.hist-rcp85.day.NAM-44i.raw.zarr
day,temp,hist-rcp85,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/temp.hist-rcp85.day.NAM-44i.raw.zarr
day,temp,hist-rcp85,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/temp.hist-rcp85.day.NAM-44i.raw.zarr
day,temp,hist,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/temp.hist.day.NAM-22i.raw.zarr
day,temp,hist,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/temp.hist.day.NAM-22i.raw.zarr
day,temp,hist,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/temp.hist.day.NAM-22i.raw.zarr
day,temp,hist,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/temp.hist.day.NAM-22i.raw.zarr
day,temp,hist,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/temp.hist.day.NAM-22i.raw.zarr
day,temp,hist,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/temp.hist.day.NAM-44i.raw.zarr
day,temp,hist,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/temp.hist.day.NAM-44i.raw.zarr
day,temp,hist,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/temp.hist.day.NAM-44i.raw.zarr
day,temp,hist,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/temp.hist.day.NAM-44i.raw.zarr
day,temp,hist,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/temp.hist.day.NAM-44i.raw.zarr
day,temp,rcp45,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/temp.rcp45.day.NAM-22i.raw.zarr
day,temp,rcp45,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/temp.rcp45.day.NAM-22i.raw.zarr
day,temp,rcp45,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/temp.rcp45.day.NAM-22i.raw.zarr
day,temp,rcp45,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/temp.rcp45.day.NAM-22i.raw.zarr
day,temp,rcp45,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/temp.rcp45.day.NAM-22i.raw.zarr
day,temp,rcp45,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/temp.rcp45.day.NAM-44i.raw.zarr
day,temp,rcp45,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/temp.rcp45.day.NAM-44i.raw.zarr
day,temp,rcp45,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/temp.rcp45.day.NAM-44i.raw.zarr
day,temp,rcp45,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/temp.rcp45.day.NAM-44i.raw.zarr
day,temp,rcp45,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/temp.rcp45.day.NAM-44i.raw.zarr
day,temp,rcp85,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/temp.rcp85.day.NAM-22i.raw.zarr
day,temp,rcp85,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/temp.rcp85.day.NAM-22i.raw.zarr
day,temp,rcp85,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/temp.rcp85.day.NAM-22i.raw.zarr
day,temp,rcp85,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/temp.rcp85.day.NAM-22i.raw.zarr
day,temp,rcp85,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/temp.rcp85.day.NAM-22i.raw.zarr
day,temp,rcp85,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/temp.rcp85.day.NAM-44i.raw.zarr
day,temp,rcp85,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/temp.rcp85.day.NAM-44i.raw.zarr
day,temp,rcp85,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/temp.rcp85.day.NAM-44i.raw.zarr
day,temp,rcp85,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/temp.rcp85.day.NAM-44i.raw.zarr
day,temp,rcp85,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/temp.rcp85.day.NAM-44i.raw.zarr
day,tmax,eval,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tmax.eval.day.NAM-22i.raw.zarr
day,tmax,eval,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tmax.eval.day.NAM-22i.raw.zarr
day,tmax,eval,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tmax.eval.day.NAM-22i.raw.zarr
day,tmax,eval,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tmax.eval.day.NAM-22i.raw.zarr
day,tmax,eval,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tmax.eval.day.NAM-22i.raw.zarr
day,tmax,eval,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tmax.eval.day.NAM-44i.raw.zarr
day,tmax,eval,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tmax.eval.day.NAM-44i.raw.zarr
day,tmax,eval,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tmax.eval.day.NAM-44i.raw.zarr
day,tmax,eval,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tmax.eval.day.NAM-44i.raw.zarr
day,tmax,eval,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tmax.eval.day.NAM-44i.raw.zarr
day,tmax,hist-rcp45,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tmax.hist-rcp45.day.NAM-22i.raw.zarr
day,tmax,hist-rcp45,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tmax.hist-rcp45.day.NAM-22i.raw.zarr
day,tmax,hist-rcp45,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tmax.hist-rcp45.day.NAM-22i.raw.zarr
day,tmax,hist-rcp45,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tmax.hist-rcp45.day.NAM-22i.raw.zarr
day,tmax,hist-rcp45,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tmax.hist-rcp45.day.NAM-22i.raw.zarr
day,tmax,hist-rcp45,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tmax.hist-rcp45.day.NAM-44i.raw.zarr
day,tmax,hist-rcp45,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tmax.hist-rcp45.day.NAM-44i.raw.zarr
day,tmax,hist-rcp45,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tmax.hist-rcp45.day.NAM-44i.raw.zarr
day,tmax,hist-rcp45,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tmax.hist-rcp45.day.NAM-44i.raw.zarr
day,tmax,hist-rcp45,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tmax.hist-rcp45.day.NAM-44i.raw.zarr
day,tmax,hist-rcp85,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tmax.hist-rcp85.day.NAM-22i.raw.zarr
day,tmax,hist-rcp85,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tmax.hist-rcp85.day.NAM-22i.raw.zarr
day,tmax,hist-rcp85,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tmax.hist-rcp85.day.NAM-22i.raw.zarr
day,tmax,hist-rcp85,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tmax.hist-rcp85.day.NAM-22i.raw.zarr
day,tmax,hist-rcp85,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tmax.hist-rcp85.day.NAM-22i.raw.zarr
day,tmax,hist-rcp85,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tmax.hist-rcp85.day.NAM-44i.raw.zarr
day,tmax,hist-rcp85,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tmax.hist-rcp85.day.NAM-44i.raw.zarr
day,tmax,hist-rcp85,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tmax.hist-rcp85.day.NAM-44i.raw.zarr
day,tmax,hist-rcp85,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tmax.hist-rcp85.day.NAM-44i.raw.zarr
day,tmax,hist-rcp85,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tmax.hist-rcp85.day.NAM-44i.raw.zarr
day,tmax,hist,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tmax.hist.day.NAM-22i.raw.zarr
day,tmax,hist,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tmax.hist.day.NAM-22i.raw.zarr
day,tmax,hist,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tmax.hist.day.NAM-22i.raw.zarr
day,tmax,hist,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tmax.hist.day.NAM-22i.raw.zarr
day,tmax,hist,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tmax.hist.day.NAM-22i.raw.zarr
day,tmax,hist,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tmax.hist.day.NAM-44i.raw.zarr
day,tmax,hist,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tmax.hist.day.NAM-44i.raw.zarr
day,tmax,hist,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tmax.hist.day.NAM-44i.raw.zarr
day,tmax,hist,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tmax.hist.day.NAM-44i.raw.zarr
day,tmax,hist,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tmax.hist.day.NAM-44i.raw.zarr
day,tmax,rcp45,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tmax.rcp45.day.NAM-22i.raw.zarr
day,tmax,rcp45,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tmax.rcp45.day.NAM-22i.raw.zarr
day,tmax,rcp45,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tmax.rcp45.day.NAM-22i.raw.zarr
day,tmax,rcp45,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tmax.rcp45.day.NAM-22i.raw.zarr
day,tmax,rcp45,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tmax.rcp45.day.NAM-22i.raw.zarr
day,tmax,rcp45,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tmax.rcp45.day.NAM-44i.raw.zarr
day,tmax,rcp45,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tmax.rcp45.day.NAM-44i.raw.zarr
day,tmax,rcp45,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tmax.rcp45.day.NAM-44i.raw.zarr
day,tmax,rcp45,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tmax.rcp45.day.NAM-44i.raw.zarr
day,tmax,rcp45,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tmax.rcp45.day.NAM-44i.raw.zarr
day,tmax,rcp85,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tmax.rcp85.day.NAM-22i.raw.zarr
day,tmax,rcp85,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tmax.rcp85.day.NAM-22i.raw.zarr
day,tmax,rcp85,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tmax.rcp85.day.NAM-22i.raw.zarr
day,tmax,rcp85,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tmax.rcp85.day.NAM-22i.raw.zarr
day,tmax,rcp85,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tmax.rcp85.day.NAM-22i.raw.zarr
day,tmax,rcp85,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tmax.rcp85.day.NAM-44i.raw.zarr
day,tmax,rcp85,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tmax.rcp85.day.NAM-44i.raw.zarr
day,tmax,rcp85,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tmax.rcp85.day.NAM-44i.raw.zarr
day,tmax,rcp85,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tmax.rcp85.day.NAM-44i.raw.zarr
day,tmax,rcp85,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tmax.rcp85.day.NAM-44i.raw.zarr
day,tmin,eval,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tmin.eval.day.NAM-22i.raw.zarr
day,tmin,eval,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tmin.eval.day.NAM-22i.raw.zarr
day,tmin,eval,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tmin.eval.day.NAM-22i.raw.zarr
day,tmin,eval,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tmin.eval.day.NAM-22i.raw.zarr
day,tmin,eval,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tmin.eval.day.NAM-22i.raw.zarr
day,tmin,eval,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tmin.eval.day.NAM-44i.raw.zarr
day,tmin,eval,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tmin.eval.day.NAM-44i.raw.zarr
day,tmin,eval,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tmin.eval.day.NAM-44i.raw.zarr
day,tmin,eval,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tmin.eval.day.NAM-44i.raw.zarr
day,tmin,eval,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tmin.eval.day.NAM-44i.raw.zarr
day,tmin,hist-rcp45,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tmin.hist-rcp45.day.NAM-22i.raw.zarr
day,tmin,hist-rcp45,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tmin.hist-rcp45.day.NAM-22i.raw.zarr
day,tmin,hist-rcp45,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tmin.hist-rcp45.day.NAM-22i.raw.zarr
day,tmin,hist-rcp45,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tmin.hist-rcp45.day.NAM-22i.raw.zarr
day,tmin,hist-rcp45,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tmin.hist-rcp45.day.NAM-22i.raw.zarr
day,tmin,hist-rcp45,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tmin.hist-rcp45.day.NAM-44i.raw.zarr
day,tmin,hist-rcp45,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tmin.hist-rcp45.day.NAM-44i.raw.zarr
day,tmin,hist-rcp45,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tmin.hist-rcp45.day.NAM-44i.raw.zarr
day,tmin,hist-rcp45,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tmin.hist-rcp45.day.NAM-44i.raw.zarr
day,tmin,hist-rcp45,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tmin.hist-rcp45.day.NAM-44i.raw.zarr
day,tmin,hist-rcp85,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tmin.hist-rcp85.day.NAM-22i.raw.zarr
day,tmin,hist-rcp85,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tmin.hist-rcp85.day.NAM-22i.raw.zarr
day,tmin,hist-rcp85,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tmin.hist-rcp85.day.NAM-22i.raw.zarr
day,tmin,hist-rcp85,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tmin.hist-rcp85.day.NAM-22i.raw.zarr
day,tmin,hist-rcp85,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tmin.hist-rcp85.day.NAM-22i.raw.zarr
day,tmin,hist-rcp85,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tmin.hist-rcp85.day.NAM-44i.raw.zarr
day,tmin,hist-rcp85,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tmin.hist-rcp85.day.NAM-44i.raw.zarr
day,tmin,hist-rcp85,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tmin.hist-rcp85.day.NAM-44i.raw.zarr
day,tmin,hist-rcp85,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tmin.hist-rcp85.day.NAM-44i.raw.zarr
day,tmin,hist-rcp85,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tmin.hist-rcp85.day.NAM-44i.raw.zarr
day,tmin,hist,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tmin.hist.day.NAM-22i.raw.zarr
day,tmin,hist,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tmin.hist.day.NAM-22i.raw.zarr
day,tmin,hist,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tmin.hist.day.NAM-22i.raw.zarr
day,tmin,hist,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tmin.hist.day.NAM-22i.raw.zarr
day,tmin,hist,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tmin.hist.day.NAM-22i.raw.zarr
day,tmin,hist,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tmin.hist.day.NAM-44i.raw.zarr
day,tmin,hist,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tmin.hist.day.NAM-44i.raw.zarr
day,tmin,hist,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tmin.hist.day.NAM-44i.raw.zarr
day,tmin,hist,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tmin.hist.day.NAM-44i.raw.zarr
day,tmin,hist,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tmin.hist.day.NAM-44i.raw.zarr
day,tmin,rcp45,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tmin.rcp45.day.NAM-22i.raw.zarr
day,tmin,rcp45,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tmin.rcp45.day.NAM-22i.raw.zarr
day,tmin,rcp45,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tmin.rcp45.day.NAM-22i.raw.zarr
day,tmin,rcp45,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tmin.rcp45.day.NAM-22i.raw.zarr
day,tmin,rcp45,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tmin.rcp45.day.NAM-22i.raw.zarr
day,tmin,rcp45,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tmin.rcp45.day.NAM-44i.raw.zarr
day,tmin,rcp45,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tmin.rcp45.day.NAM-44i.raw.zarr
day,tmin,rcp45,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tmin.rcp45.day.NAM-44i.raw.zarr
