frequency,variable,scenario,grid,biascorrection,member_id,gcm,rcm,path
day,rsds,hist-rcp45,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/rsds.hist-rcp45.day.NAM-22i.raw.zarr
day,rsds,hist-rcp45,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/rsds.hist-rcp45.day.NAM-22i.raw.zarr
day,rsds,hist-rcp45,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/rsds.hist-rcp45.day.NAM-22i.raw.zarr
day,rsds,hist-rcp45,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/rsds.hist-rcp45.day.NAM-22i.raw.zarr
day,rsds,hist-rcp45,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/rsds.hist-rcp45.day.NAM-44i.raw.zarr
day,rsds,hist-rcp45,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/rsds.hist-rcp45.day.NAM-44i.raw.zarr
day,rsds,hist-rcp45,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/rsds.hist-rcp45.day.NAM-44i.raw.zarr
day,rsds,hist-rcp45,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/rsds.hist-rcp45.day.NAM-44i.raw.zarr
day,rsds,hist-rcp45,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/rsds.hist-rcp45.day.NAM-44i.raw.zarr
day,rsds,hist-rcp85,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/rsds.hist-rcp85.day.NAM-22i.raw.zarr
day,rsds,hist-rcp85,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/rsds.hist-rcp85.day.NAM-22i.raw.zarr
day,rsds,hist-rcp85,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/rsds.hist-rcp85.day.NAM-22i.raw.zarr
day,rsds,hist-rcp85,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/rsds.hist-rcp85.day.NAM-22i.raw.zarr
day,rsds,hist-rcp85,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/rsds.hist-rcp85.day.NAM-22i.raw.zarr
day,rsds,hist-rcp85,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/rsds.hist-rcp85.day.NAM-44i.raw.zarr
day,rsds,hist-rcp85,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/rsds.hist-rcp85.day.NAM-44i.raw.zarr
day,rsds,hist-rcp85,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/rsds.hist-rcp85.day.NAM-44i.raw.zarr
day,rsds,hist-rcp85,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/rsds.hist-rcp85.day.NAM-44i.raw.zarr
day,rsds,hist-rcp85,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/rsds.hist-rcp85.day.NAM-44i.raw.zarr
day,rsds,hist,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/rsds.hist.day.NAM-22i.raw.zarr
day,rsds,hist,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/rsds.hist.day.NAM-22i.raw.zarr
day,rsds,hist,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/rsds.hist.day.NAM-22i.raw.zarr
day,rsds,hist,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/rsds.hist.day.NAM-22i.raw.zarr
day,rsds,hist,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/rsds.hist.day.NAM-22i.raw.zarr
day,rsds,hist,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/rsds.hist.day.NAM-44i.raw.zarr
day,rsds,hist,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/rsds.hist.day.NAM-44i.raw.zarr
day,rsds,hist,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/rsds.hist.day.NAM-44i.raw.zarr
day,rsds,hist,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/rsds.hist.day.NAM-44i.raw.zarr
day,rsds,hist,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/rsds.hist.day.NAM-44i.raw.zarr
day,rsds,rcp45,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/rsds.rcp45.day.NAM-22i.raw.zarr
day,rsds,rcp45,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/rsds.rcp45.day.NAM-22i.raw.zarr
day,rsds,rcp45,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/rsds.rcp45.day.NAM-22i.raw.zarr
day,rsds,rcp45,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/rsds.rcp45.day.NAM-22i.raw.zarr
day,rsds,rcp45,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/rsds.rcp45.day.NAM-22i.raw.zarr
day,rsds,rcp45,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/rsds.rcp45.day.NAM-44i.raw.zarr
day,rsds,rcp45,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/rsds.rcp45.day.NAM-44i.raw.zarr
day,rsds,rcp45,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/rsds.rcp45.day.NAM-44i.raw.zarr
day,rsds,rcp45,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/rsds.rcp45.day.NAM-44i.raw.zarr
day,rsds,rcp45,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/rsds.rcp45.day.NAM-44i.raw.zarr
day,rsds,rcp85,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/rsds.rcp85.day.NAM-22i.raw.zarr
day,rsds,rcp85,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/rsds.rcp85.day.NAM-22i.raw.zarr
day,rsds,rcp85,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/rsds.rcp85.day.NAM-22i.raw.zarr
day,rsds,rcp85,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/rsds.rcp85.day.NAM-22i.raw.zarr
day,rsds,rcp85,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/rsds.rcp85.day.NAM-22i.raw.zarr
day,rsds,rcp85,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/rsds.rcp85.day.NAM-44i.raw.zarr
day,rsds,rcp85,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/rsds.rcp85.day.NAM-44i.raw.zarr
day,rsds,rcp85,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/rsds.rcp85.day.NAM-44i.raw.zarr
day,rsds,rcp85,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/rsds.rcp85.day.NAM-44i.raw.zarr
day,rsds,rcp85,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/rsds.rcp85.day.NAM-44i.raw.zarr
day,sfcWind,eval,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/sfcWind.eval.day.NAM-22i.raw.zarr
day,sfcWind,eval,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/sfcWind.eval.day.NAM-22i.raw.zarr
day,sfcWind,eval,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/sfcWind.eval.day.NAM-22i.raw.zarr
day,sfcWind,eval,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/sfcWind.eval.day.NAM-22i.raw.zarr
day,sfcWind,eval,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/sfcWind.eval.day.NAM-22i.raw.zarr
day,sfcWind,eval,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/sfcWind.eval.day.NAM-44i.raw.zarr
day,sfcWind,eval,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/sfcWind.eval.day.NAM-44i.raw.zarr
day,sfcWind,eval,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/sfcWind.eval.day.NAM-44i.raw.zarr
day,sfcWind,eval,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/sfcWind.eval.day.NAM-44i.raw.zarr
day,sfcWind,eval,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/sfcWind.eval.day.NAM-44i.raw.zarr
day,sfcWind,hist-rcp45,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/sfcWind.hist-rcp45.day.NAM-22i.raw.zarr
day,sfcWind,hist-rcp45,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/sfcWind.hist-rcp45.day.NAM-22i.raw.zarr
day,sfcWind,hist-rcp45,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/sfcWind.hist-rcp45.day.NAM-22i.raw.zarr
day,sfcWind,hist-rcp45,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/sfcWind.hist-rcp45.day.NAM-22i.raw.zarr
day,sfcWind,hist-rcp45,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/sfcWind.hist-rcp45.day.NAM-22i.raw.zarr
day,sfcWind,hist-rcp45,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/sfcWind.hist-rcp45.day.NAM-44i.raw.zarr
day,sfcWind,hist-rcp45,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/sfcWind.hist-rcp45.day.NAM-44i.raw.zarr
day,sfcWind,hist-rcp45,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/sfcWind.hist-rcp45.day.NAM-44i.raw.zarr
day,sfcWind,hist-rcp45,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/sfcWind.hist-rcp45.day.NAM-44i.raw.zarr
day,sfcWind,hist-rcp45,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/sfcWind.hist-rcp45.day.NAM-44i.raw.zarr
day,sfcWind,hist-rcp85,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/sfcWind.hist-rcp85.day.NAM-22i.raw.zarr
day,sfcWind,hist-rcp85,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/sfcWind.hist-rcp85.day.NAM-22i.raw.zarr
day,sfcWind,hist-rcp85,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/sfcWind.hist-rcp85.day.NAM-22i.raw.zarr
day,sfcWind,hist-rcp85,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/sfcWind.hist-rcp85.day.NAM-22i.raw.zarr
day,sfcWind,hist-rcp85,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/sfcWind.hist-rcp85.day.NAM-22i.raw.zarr
day,sfcWind,hist-rcp85,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/sfcWind.hist-rcp85.day.NAM-44i.raw.zarr
day,sfcWind,hist-rcp85,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/sfcWind.hist-rcp85.day.NAM-44i.raw.zarr
day,sfcWind,hist-rcp85,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/sfcWind.hist-rcp85.day.NAM-44i.raw.zarr
day,sfcWind,hist-rcp85,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/sfcWind.hist-rcp85.day.NAM-44i.raw.zarr
day,sfcWind,hist-rcp85,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/sfcWind.hist-rcp85.day.NAM-44i.raw.zarr
day,sfcWind,hist,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/sfcWind.hist.day.NAM-22i.raw.zarr
day,sfcWind,hist,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/sfcWind.hist.day.NAM-22i.raw.zarr
day,sfcWind,hist,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/sfcWind.hist.day.NAM-22i.raw.zarr
day,sfcWind,hist,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/sfcWind.hist.day.NAM-22i.raw.zarr
day,sfcWind,hist,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/sfcWind.hist.day.NAM-22i.raw.zarr
day,sfcWind,hist,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/sfcWind.hist.day.NAM-44i.raw.zarr
day,sfcWind,hist,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/sfcWind.hist.day.NAM-44i.raw.zarr
day,sfcWind,hist,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/sfcWind.hist.day.NAM-44i.raw.zarr
day,sfcWind,hist,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/sfcWind.hist.day.NAM-44i.raw.zarr
day,sfcWind,hist,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/sfcWind.hist.day.NAM-44i.raw.zarr
day,sfcWind,rcp45,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/sfcWind.rcp45.day.NAM-22i.raw.zarr
day,sfcWind,rcp45,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/sfcWind.rcp45.day.NAM-22i.raw.zarr
day,sfcWind,rcp45,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/sfcWind.rcp45.day.NAM-22i.raw.zarr
day,sfcWind,rcp45,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/sfcWind.rcp45.day.NAM-22i.raw.zarr
day,sfcWind,rcp45,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/sfcWind.rcp45.day.NAM-22i.raw.zarr
day,sfcWind,rcp45,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/sfcWind.rcp45.day.NAM-44i.raw.zarr
day,sfcWind,rcp45,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/sfcWind.rcp45.day.NAM-44i.raw.zarr
day,sfcWind,rcp45,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/sfcWind.rcp45.day.NAM-44i.raw.zarr
day,sfcWind,rcp45,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/sfcWind.rcp45.day.NAM-44i.raw.zarr
day,sfcWind,rcp45,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/sfcWind.rcp45.day.NAM-44i.raw.zarr
day,sfcWind,rcp85,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/sfcWind.rcp85.day.NAM-22i.raw.zarr
day,sfcWind,rcp85,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/sfcWind.rcp85.day.NAM-22i.raw.zarr
day,sfcWind,rcp85,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/sfcWind.rcp85.day.NAM-22i.raw.zarr
day,sfcWind,rcp85,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/sfcWind.rcp85.day.NAM-22i.raw.zarr
day,sfcWind,rcp85,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/sfcWind.rcp85.day.NAM-22i.raw.zarr
day,sfcWind,rcp85,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/sfcWind.rcp85.day.NAM-44i.raw.zarr
day,sfcWind,rcp85,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/sfcWind.rcp85.day.NAM-44i.raw.zarr
day,sfcWind,rcp85,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/sfcWind.rcp85.day.NAM-44i.raw.zarr
day,sfcWind,rcp85,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/sfcWind.rcp85.day.NAM-44i.raw.zarr
day,sfcWind,rcp85,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/sfcWind.rcp85.day.NAM-44i.raw.zarr
day,tas,eval,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tas.eval.day.NAM-22i.raw.zarr
day,tas,eval,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tas.eval.day.NAM-22i.raw.zarr
day,tas,eval,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tas.eval.day.NAM-22i.raw.zarr
day,tas,eval,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tas.eval.day.NAM-22i.raw.zarr
day,tas,eval,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tas.eval.day.NAM-22i.raw.zarr
day,tas,eval,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tas.eval.day.NAM-44i.raw.zarr
day,tas,eval,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tas.eval.day.NAM-44i.raw.zarr
day,tas,eval,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tas.eval.day.NAM-44i.raw.zarr
day,tas,eval,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tas.eval.day.NAM-44i.raw.zarr
day,tas,eval,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tas.eval.day.NAM-44i.raw.zarr
day,tas,hist-rcp45,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tas.hist-rcp45.day.NAM-22i.raw.zarr
day,tas,hist-rcp45,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tas.hist-rcp45.day.NAM-22i.raw.zarr
day,tas,hist-rcp45,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tas.hist-rcp45.day.NAM-22i.raw.zarr
day,tas,hist-rcp45,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tas.hist-rcp45.day.NAM-22i.raw.zarr
day,tas,hist-rcp45,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tas.hist-rcp45.day.NAM-22i.raw.zarr
day,tas,hist-rcp45,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tas.hist-rcp45.day.NAM-44i.raw.zarr
day,tas,hist-rcp45,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tas.hist-rcp45.day.NAM-44i.raw.zarr
day,tas,hist-rcp45,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tas.hist-rcp45.day.NAM-44i.raw.zarr
day,tas,hist-rcp45,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tas.hist-rcp45.day.NAM-44i.raw.zarr
day,tas,hist-rcp45,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tas.hist-rcp45.day.NAM-44i.raw.zarr
day,tas,hist-rcp85,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tas.hist-rcp85.day.NAM-22i.raw.zarr
day,tas,hist-rcp85,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tas.hist-rcp85.day.NAM-22i.raw.zarr
day,tas,hist-rcp85,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tas.hist-rcp85.day.NAM-22i.raw.zarr
day,tas,hist-rcp85,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tas.hist-rcp85.day.NAM-22i.raw.zarr
day,tas,hist-rcp85,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tas.hist-rcp85.day.NAM-22i.raw.zarr
day,tas,hist-rcp85,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tas.hist-rcp85.day.NAM-44i.raw.zarr
day,tas,hist-rcp85,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tas.hist-rcp85.day.NAM-44i.raw.zarr
day,tas,hist-rcp85,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tas.hist-rcp85.day.NAM-44i.raw.zarr
day,tas,hist-rcp85,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tas.hist-rcp85.day.NAM-44i.raw.zarr
day,tas,hist-rcp85,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tas.hist-rcp85.day.NAM-44i.raw.zarr
day,tas,hist,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tas.hist.day.NAM-22i.raw.zarr
day,tas,hist,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tas.hist.day.NAM-22i.raw.zarr
day,tas,hist,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tas.hist.day.NAM-22i.raw.zarr
day,tas,hist,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tas.hist.day.NAM-22i.raw.zarr
day,tas,hist,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tas.hist.day.NAM-22i.raw.zarr
day,tas,hist,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tas.hist.day.NAM-44i.raw.zarr
day,tas,hist,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tas.hist.day.NAM-44i.raw.zarr
day,tas,hist,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tas.hist.day.NAM-44i.raw.zarr
day,tas,hist,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tas.hist.day.NAM-44i.raw.zarr
day,tas,hist,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tas.hist.day.NAM-44i.raw.zarr
day,tas,rcp45,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tas.rcp45.day.NAM-22i.raw.zarr
day,tas,rcp45,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tas.rcp45.day.NAM-22i.raw.zarr
